series_id,pass_id,common_key,series_role,master_profile_id,worker_id,robot_id,time_ms,current_a,voltage_v,speed_value
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1400,196.91,23.48,29.01
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1500,195.56,23.23,29.56
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1600,193.46,23.01,29.62
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1700,191.5,22.8,29.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1800,191.18,22.52,29.79
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,1900,191.9,22.68,29.74
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2000,193.22,22.96,29.46
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2100,195.06,23.13,28.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2200,195.92,23.29,28.78
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2300,198.56,23.56,28.52
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2400,198.88,23.65,28.4
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2500,195.96,23.33,28.75
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2600,195.08,23.18,28.99
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2700,193.35,22.99,29.28
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2800,191.63,22.71,29.54
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,2900,191.5,22.78,29.61
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3000,192.49,22.89,29.79
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3100,193.12,23.05,29.77
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3200,195.11,23.27,29.5
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3300,196.38,23.4,29.23
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3400,196.52,23.43,29.14
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3500,194.35,23.09,28.99
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3600,192.42,22.77,29.15
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3700,193.5,22.95,29.41
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3800,195.82,23.33,29.13
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,3900,197.24,23.47,28.73
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4000,197.87,23.51,28.54
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4100,199.55,23.72,28.14
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4200,199.85,23.8,27.87
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4300,199.52,23.74,28.23
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4400,197.85,23.58,28.46
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4500,197.08,23.45,28.83
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4600,197.0,23.43,29.11
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4700,196.08,23.34,29.21
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4800,195.21,23.3,29.45
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,4900,195.17,23.27,29.46
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5000,194.76,23.17,29.48
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5100,194.8,23.21,29.51
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5200,195.16,23.28,29.2
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5300,195.78,23.35,29.14
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5400,197.62,23.53,29.02
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5500,197.78,23.52,28.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5600,196.34,23.35,29.43
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5700,194.05,23.14,29.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5800,192.65,22.93,30.07
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,5900,192.9,23.01,30.04
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6000,194.15,23.09,29.87
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6100,195.16,23.24,29.65
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6200,197.54,23.5,29.44
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6300,198.19,23.66,29.31
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6400,198.22,23.59,28.96
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6500,196.76,23.42,29.45
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6600,194.12,23.07,29.97
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6700,192.16,22.93,30.29
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6800,192.48,22.94,30.01
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,6900,192.73,22.9,29.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7000,194.37,23.15,29.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7100,194.48,23.24,29.69
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7200,195.1,23.21,29.44
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7300,196.38,23.47,29.43
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7400,197.14,23.57,29.71
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7500,196.14,23.43,29.37
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7600,195.52,23.28,29.66
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7700,193.77,23.05,30.04
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7800,194.09,23.14,29.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,7900,193.59,23.11,29.92
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8000,193.38,22.98,29.7
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8100,195.41,23.28,29.64
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8200,196.24,23.33,29.49
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8300,197.84,23.47,29.25
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8400,197.86,23.55,29.17
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8500,196.92,23.44,29.42
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8600,197.17,23.44,29.41
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8700,195.12,23.27,29.45
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8800,195.59,23.3,29.68
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,8900,194.85,23.22,29.75
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9000,194.75,23.13,29.64
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9100,195.31,23.2,29.65
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9200,195.35,23.3,29.88
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9300,196.09,23.38,29.14
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9400,197.6,23.57,29.24
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9500,197.16,23.48,29.33
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9600,194.09,23.18,29.88
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9700,193.29,23.01,30.0
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9800,194.67,23.17,29.96
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,9900,196.74,23.47,29.45
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10000,196.46,23.5,29.16
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10100,198.72,23.72,29.01
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10200,198.95,23.69,29.32
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10300,197.61,23.54,29.39
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10400,196.39,23.44,29.77
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10500,196.35,23.41,29.91
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10600,195.31,23.25,29.87
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10700,196.6,23.48,29.66
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10800,198.73,23.76,29.37
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,10900,198.98,23.76,28.98
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11000,199.82,23.88,28.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11100,199.73,23.85,28.96
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11200,198.1,23.62,29.13
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11300,196.84,23.41,29.12
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11400,195.64,23.28,29.3
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11500,195.6,23.35,29.41
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11600,195.43,23.34,29.58
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11700,194.96,23.2,29.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11800,195.08,23.25,29.73
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,11900,195.42,23.32,29.71
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12000,195.71,23.4,29.82
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12100,196.53,23.45,29.9
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12200,196.95,23.47,29.65
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12300,198.06,23.67,29.3
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12400,199.38,23.88,28.83
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12500,200.64,23.98,28.6
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12600,201.54,24.06,28.71
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12700,200.26,23.94,28.89
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12800,198.88,23.74,29.04
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,12900,197.34,23.53,29.26
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13000,196.49,23.44,29.46
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13100,194.66,23.16,29.81
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13200,194.32,23.08,29.8
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13300,196.56,23.26,29.46
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13400,198.24,23.53,29.26
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13500,198.53,23.68,28.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13600,199.6,23.72,28.8
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13700,198.75,23.72,28.89
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13800,198.15,23.6,29.21
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,13900,197.58,23.53,29.17
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14000,194.92,23.19,29.32
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14100,194.73,23.05,29.59
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14200,195.88,23.3,29.68
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14300,197.45,23.51,29.37
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14400,198.33,23.6,29.1
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14500,199.6,23.81,28.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14600,199.39,23.76,28.84
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14700,197.72,23.55,29.04
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14800,196.6,23.35,28.99
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,14900,196.64,23.33,29.27
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15000,195.36,23.35,29.33
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15100,197.99,23.63,29.87
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15200,199.18,23.77,29.29
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15300,199.55,23.89,29.11
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15400,197.6,23.48,29.1
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15500,194.89,23.14,29.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15600,193.82,23.03,29.99
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15700,193.74,23.08,30.24
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15800,193.41,23.07,30.18
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,15900,194.59,23.12,30.23
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16000,193.88,23.06,29.97
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16100,195.46,23.28,29.7
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16200,197.74,23.64,29.37
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16300,198.51,23.62,29.0
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16400,198.62,23.71,29.04
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16500,198.02,23.65,28.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16600,198.03,23.6,29.21
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16700,197.53,23.51,29.28
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16800,195.2,23.27,29.54
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,16900,193.04,22.97,29.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17000,194.11,23.09,29.87
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17100,195.29,23.37,29.62
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17200,198.58,23.74,29.17
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17300,199.44,23.89,29.05
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17400,197.75,23.56,29.32
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17500,195.38,23.32,29.74
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17600,192.8,22.97,30.25
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17700,191.41,22.73,30.41
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17800,191.7,22.79,30.19
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,17900,193.96,23.02,29.94
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18000,195.44,23.29,29.64
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18100,197.02,23.52,29.54
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18200,197.34,23.53,29.33
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18300,198.27,23.65,28.99
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18400,199.6,23.82,29.11
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18500,200.24,23.87,29.01
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18600,199.77,23.79,28.95
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18700,199.17,23.75,28.91
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18800,197.49,23.59,29.14
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,18900,195.2,23.23,29.45
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19000,193.38,22.93,29.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19100,193.52,23.03,29.85
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19200,196.27,23.38,29.36
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19300,198.92,23.7,28.86
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19400,198.14,23.58,28.75
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19500,194.78,23.18,29.21
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19600,192.32,22.86,29.95
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19700,192.25,22.87,30.16
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19800,194.51,23.14,29.68
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,19900,196.73,23.33,29.29
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,20000,197.08,23.45,29.13
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,20100,197.48,23.59,28.97
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,20200,197.67,23.71,28.89
S-A14-1-M,P-A14-1,WO-2026-0312|J-A-14,master,MP-KIM,WK-M1,RB-01,20300,199.1,23.84,29.23
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,0,202.58,23.12,31.64
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,100,202.38,23.15,31.55
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,200,202.1,23.09,31.5
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,300,203.49,23.23,31.44
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,400,202.92,23.23,31.58
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,500,203.24,23.24,31.52
S-A14-1-R,P-A14-1,WO-2026-0312|J-A-14,robot,MP-KIM,,RB-01,600,202.93,23.19,31.65
